6353 ;LP 301-82                          ;PM*;04 10 43.3469666592 +32 56 04.883193420;     ~   ;13.54    ;12.040   ;11.601   ;     ~   ;K4                    ;  13;   0,
6354 ;HD 26090                           ;** ;04 08 54.3694849680 +29 11 26.188787292;     ~   ;8.914    ;8.240    ;     ~   ;     ~   ;G0V+G5V               ;  60;   0,
6355 ;LEDA 86266                         ;AG?;04 12 45.9522738648 +29 46 12.198423864;     ~   ;16.58    ;     ~   ;     ~   ;     ~   ;~                     ;  20;   0,
6356 ;UCAC4 583-011004                   ;PM*;04 11 11.6486525000 +26 29 52.374966437;     ~   ;11.497   ;10.462   ;10.344   ;     ~   ;~                     ;   3;   0,
6357 ;HD 26710                           ;PM*;04 14 32.1832714296 +26 15 21.285485460;7.93     ;7.82     ;7.18     ;     ~   ;     ~   ;G2V                   ;  29;   0,
6358 ;G 38-27                            ;PM*;04 16 16.2864207019 +27 23 53.281908624;     ~   ;16.8     ;     ~   ;14.4     ;     ~   ;M4.5Ve                ;   8;   0,
6359 ;V* V408 Tau                        ;RR*;04 15 29.1231434112 +26 07 33.408010488;     ~   ;     ~   ;14.43    ;     ~   ;     ~   ;~                     ;  14;   0,
6360 ;UGC 2985                           ;GiG;04 13 33.536 +27 32 29.59              ;     ~   ;16.0     ;     ~   ;     ~   ;     ~   ;~                     ;  33;   0,
6361 ;G 8-17                             ;PM*;04 14 53.5232174880 +27 45 27.946598688;     ~   ;14.35    ;     ~   ;12.376   ;     ~   ;M3.5Ve                ;  38;   0,
6362 ;HD 284155                          ;PM*;04 08 36.2105077104 +23 46 06.998663784;     ~   ;10.39    ;9.41     ;     ~   ;     ~   ;G5                    ;  38;   0,
6363 ;HD 26736                           ;BY*;04 14 32.3145372576 +23 34 29.798635044;     ~   ;8.711    ;8.047    ;7.691    ;7.356    ;G5V                   ; 217;   0,
6364 ;Ross 597                           ;PM*;04 17 27.9614944136 +23 28 06.461825160;     ~   ;12.60    ;     ~   ;10.938   ;     ~   ;K4V                   ;  31;   0,
6365 ;UGC 2988                           ;AG?;04 13 38.8037105856 +25 28 58.257720768;     ~   ;15.31    ;13.95    ;13.03    ;11.63    ;~                     ;  54;   0,
6366 ;HD 284310                          ;SB*;04 17 06.8728209864 +22 40 23.932229592;     ~   ;10.94    ;9.77     ;9.458    ;     ~   ;K7V                   ;  42;   0,
6367 ;G 8-20                             ;PM*;04 16 00.5479047454 +22 25 00.406363696;     ~   ;15.9     ;     ~   ;13.4     ;     ~   ;~                     ;  10;   0,
6368 ;HD 26874                           ;SB*;04 15 42.4369942872 +20 49 11.272969020;8.790    ;8.510    ;7.810    ;     ~   ;     ~   ;G4V                   ;  90;   0,
6369 ;* ome02 Tau                        ;PM*;04 17 15.6611264832 +20 34 42.950566164;     ~   ;5.170    ;4.914    ;     ~   ;     ~   ;A3m                   ; 120;   0,
6370 ;HD 284336                          ;PM*;04 17 26.9374259712 +20 33 17.530724736;     ~   ;10.7     ;9.5      ;     ~   ;     ~   ;K5                    ;   8;   0,
6371 ;LP 414-1570                        ;PM*;04 12 03.3648474840 +20 49 52.757003532;     ~   ;18.42    ;16.69    ;     ~   ;     ~   ;~                     ;  21;   0,
6372 ;2MASSI J0409095+210439             ;BD*;04 09 09.5262079320 +21 04 39.128144556;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;L3V                   ;  17;   0,
6373 ;LP 414-106                         ;WD*;04 10 17.3425509939 +19 54 26.305799797;     ~   ;17.9     ;     ~   ;17.4     ;     ~   ;DC9                   ;  27;   0,
6374 ;HZ 10                              ;WD*;04 10 10.3228142856 +18 02 23.805371472;     ~   ;14.29    ;14.14    ;14.60    ;     ~   ;DA3.5                 ;  64;   0,
6375 ;HD 284338                          ;PM*;04 18 20.7268534608 +20 21 37.976454972;     ~   ;11.83    ;10.48    ;10.057   ;     ~   ;K7V                   ;  18;   0,
6376 ;HD 26345                           ;PM*;04 10 42.3629157312 +18 25 23.714993208;     ~   ;7.005    ;6.576    ;6.329    ;6.095    ;F6V                   ; 147;   0,
6377 ;HD 284281                          ;PM*;04 13 44.9019261168 +19 18 19.623498516;     ~   ;9.8      ;9.11     ;     ~   ;     ~   ;K2                    ;   3;   0,
6378 ;V* V1232 Tau                       ;RS*;04 18 01.8372777336 +18 15 24.497232480;     ~   ;8.202    ;7.514    ;7.139    ;6.796    ;G4V+G8V               ; 151;   0,
6379 ;G 7-25                             ;PM*;04 11 33.5512979123 +19 39 45.473548184;     ~   ;15.1     ;     ~   ;13.4     ;     ~   ;M2.5                  ;  11;   0,
6380 ;HD 285630                          ;PM*;04 17 25.1520328728 +19 01 47.670565188;     ~   ;11.96    ;10.80    ;10.44    ;     ~   ;K5                    ;  41;   0,
6381 ;HG 7-141                           ;PM*;04 16 03.5828571024 +18 51 33.122092212;     ~   ;15.56    ;14.06    ;     ~   ;     ~   ;M2                    ;  24;   0,
6382 ;LP 414-158                         ;Er*;04 18 33.8482883496 +18 21 53.000536788;     ~   ;     ~   ;16.09    ;     ~   ;13.29    ;M3.6                  ;  28;   0,
6383 ;HG 7-132                           ;PM*;04 14 29.8291970760 +18 43 48.061935372;     ~   ;16.15    ;14.56    ;14.41    ;     ~   ;M2                    ;  15;   0,
6384 ;LP 414-89                          ;PM*;04 09 17.4980420640 +18 33 56.480972904;     ~   ;     ~   ;16.95    ;     ~   ;     ~   ;~                     ;   4;   0,
6385 ;LP 414-90                          ;PM*;04 09 17.3239047864 +18 33 54.646366500;     ~   ;     ~   ;16.02    ;     ~   ;     ~   ;~                     ;   4;   0,
6386 ;LP 414-139                         ;PM*;04 15 34.5024767304 +19 35 59.605305900;     ~   ;16.3     ;     ~   ;14.6     ;     ~   ;M4                    ;  14;   0,
6387 ;HD 285478                          ;PM*;04 08 11.0940314064 +16 52 23.116701684;     ~   ;12.94    ;11.51    ;     ~   ;     ~   ;K7                    ;  34;   0,
6388 ;HD 26015B                          ;PM*;04 07 41.8112738280 +15 09 43.298463132;     ~   ;9.36     ;8.70     ;     ~   ;     ~   ;~                     ;  29;   0,
6389 ;Cl* Melotte 25 VA 9                ;PM*;04 09 57.5647955952 +15 25 01.130685600;     ~   ;16.12    ;16.3     ;13.62    ;     ~   ;~                     ;  16;   0,
6390 ;Cl* Melotte 25 REID 83             ;PM*;04 09 57.1258080504 +16 22 41.754782496;     ~   ;19.3     ;     ~   ;16.7     ;     ~   ;~                     ;  18;   0,
6391 ;HD 285482                          ;PM*;04 07 43.1989923480 +16 31 07.644342180;     ~   ;10.934   ;9.924    ;     ~   ;     ~   ;K0                    ;  84;   0,
6392 ;HG 7-139                           ;PM*;04 15 34.8429611112 +16 45 44.611721820;     ~   ;16.70    ;15.32    ;15.16    ;     ~   ;M                     ;  26;   0,
6393 ;HD 27130                           ;SB*;04 17 38.9458465152 +16 56 52.187419068;     ~   ;9.075    ;8.315    ;8.79     ;     ~   ;G8V                   ; 248;   0,
6394 ;Cl* Melotte 25 LH 232              ;PM*;04 18 09.0104455968 +17 24 58.514863896;     ~   ;17.90    ;16.4     ;13.95    ;     ~   ;~                     ;  32;   0,
6395 ;HD 285663                          ;PM*;04 18 22.0030983600 +17 25 17.904086976;     ~   ;11.099   ;10.011   ;9.75     ;     ~   ;K2                    ;  72;   0,
6396 ;HG 7-124                           ;PM*;04 12 21.7337568768 +16 15 03.411585576;     ~   ;15.52    ;     ~   ;13.94    ;     ~   ;M4.0V                 ;  44;   0,
6397 ;Cl* Melotte 25 LH 262              ;PM*;04 16 01.4521522896 +16 58 59.150181972;     ~   ;16.61    ;15.11    ;15.01    ;     ~   ;~                     ;  26;   0,
6398 ;HD 285590                          ;PM*;04 15 33.6879898368 +15 42 22.562167104;     ~   ;12.135   ;10.931   ;10.53    ;     ~   ;K7                    ;  65;   0,
6399 ;* 48 Tau                           ;El*;04 15 46.2844734000 +15 24 02.505856392;     ~   ;6.705    ;6.300    ;6.070    ;5.847    ;F5V                   ; 183;   0,
6400 ;HD 285690                          ;BY*;04 18 19.2717491592 +16 05 17.992962636;     ~   ;10.532   ;9.548    ;9.015    ;8.557    ;K0                    ; 147;   0,
6401 ;K2-25                              ;Er*;04 13 05.6131374072 +15 14 52.018080576;     ~   ;15.81    ;15.56    ;13.72    ;     ~   ;M4.5V                 ;  68;   0,
6402 ;LP 414-159                         ;PM*;04 18 12.9909031416 +16 05 53.268709128;     ~   ;17.55    ;16.4     ;13.95    ;     ~   ;~                     ;  25;   0,
6403 ;LP 414-2008                        ;LM?;04 17 32.2494198552 +16 56 59.035589880;     ~   ;20.65    ;18.60    ;     ~   ;15.2     ;~                     ;  18;   0,
6404 ;HG 7-155                           ;PM*;04 17 55.0072174848 +16 32 40.201623600;     ~   ;15.49    ;14.01    ;14.16    ;     ~   ;M2                    ;  27;   0,
6405 ;Cl* Melotte 25 VA 70               ;PM*;04 15 06.5562613296 +15 19 53.205844728;     ~   ;18.14    ;16.6     ;14.31    ;     ~   ;~                     ;   5;   0,
6406 ;Cl* Melotte 25 VA 139              ;PM*;04 18 35.9881260768 +17 30 58.049406432;     ~   ;18.34    ;16.0     ;15.52    ;     ~   ;~                     ;   3;   0,
6407 ;HG 7-122                           ;PM*;04 11 27.6465726120 +15 59 31.748398980;     ~   ;16.75    ;15.16    ;15.08    ;     ~   ;M1:                   ;  20;   0,
6408 ;LP 414-1895                        ;LM*;04 16 13.5366987720 +16 47 48.067652688;     ~   ;19.47    ;17.35    ;     ~   ;     ~   ;M4.75                 ;  12;   0,
6409 ;HD 285465                          ;** ;04 10 14.0594564271 +17 22 06.118412932;     ~   ;10.5     ;     ~   ;9.06     ;     ~   ;K3                    ;  38;   0,
6410 ;HG 7-123                           ;PM*;04 12 07.6088861832 +17 37 34.254170868;     ~   ;16.40    ;14.76    ;14.52    ;     ~   ;M1:                   ;  21;   0,
6411 ;G 7-28                             ;PM*;04 14 07.6631654256 +17 07 51.768908472;     ~   ;15.75    ;     ~   ;14.10    ;     ~   ;~                     ;  13;   0,
6412 ;HG 7-146                           ;PM*;04 16 54.4676366256 +16 21 24.914857824;     ~   ;16.02    ;14.45    ;14.45    ;     ~   ;M3.5e                 ;  34;   0,
6413 ;Cl* Melotte 25 CFHT 19             ;LM*;04 17 24.7986704208 +16 34 36.324122988;     ~   ;     ~   ;     ~   ;     ~   ;17.49    ;M8                    ;   9;   0,
6414 ;HD 26091                           ;PM*;04 08 18.4908352152 +13 31 25.966312104;     ~   ;9.653    ;8.736    ;     ~   ;     ~   ;G5                    ;  15;   0,
6415 ;HD 26756                           ;PM*;04 14 25.6501896480 +14 37 30.115628868;     ~   ;9.125    ;8.419    ;8.039    ;7.682    ;G5V                   ; 205;   0,
6416 ;HD 285703                          ;PM*;04 18 17.6450057496 +15 00 33.877710504;     ~   ;10.38    ;9.45     ;9.36     ;     ~   ;K0                    ;  18;   0,
6417 ;HG 7-154                           ;Er*;04 17 51.6258147336 +15 13 37.778242404;     ~   ;17.15    ;15.7     ;13.48    ;     ~   ;M3:                   ;  33;   0,
6418 ;HG 7-150                           ;PM*;04 17 28.1413374096 +14 54 03.817587888;     ~   ;16.01    ;14.47    ;14.46    ;     ~   ;M3                    ;  33;   0,
6419 ;HG 7-153                           ;** ;04 17 47.6939851704 +13 39 42.406058844;     ~   ;14.01    ;12.54    ;12.17    ;     ~   ;M1.5V                 ;  51;   0,
6420 ;HD 286589                          ;** ;04 14 51.9381207504 +13 03 17.832180420;     ~   ;11.890   ;10.681   ;10.34    ;     ~   ;K4                    ;  65;   0,
6421 ;LP 474-196                         ;PM*;04 14 47.9856763368 +13 21 04.278630852;     ~   ;19.4     ;     ~   ;16.1     ;     ~   ;~                     ;  10;   0,
6422 ;HG 7-143                           ;Er*;04 16 25.4162500848 +14 10 17.077839024;     ~   ;17.16    ;15.33    ;15.15    ;     ~   ;~                     ;  30;   0,
6423 ;HD 285625                          ;PM*;04 15 10.4084551776 +14 23 54.440157552;     ~   ;12.920   ;11.585   ;11.13    ;     ~   ;K5                    ;  80;   0,
6424 ;LP 474-123                         ;PM*;04 07 43.9511940768 +14 13 24.581794152;     ~   ;     ~   ;     ~   ;10.350   ;     ~   ;K7V                   ;  24;   0,
6425 ;HD 26129                           ;PM*;04 08 30.8953122715 +12 20 16.447203474;     ~   ;     ~   ;     ~   ;8.1      ;     ~   ;K0                    ;  30;   0,
6426 ;HD 286554                          ;PM*;04 08 26.6673080160 +12 11 30.646708584;     ~   ;12.599   ;11.269   ;     ~   ;     ~   ;K5                    ;  67;   0,
6427 ;V* V1309 Tau                       ;BY*;04 14 27.2546195976 +12 26 07.133100324;     ~   ;8.682    ;8.030    ;7.673    ;7.341    ;G0                    ; 167;   0,
6428 ;HD 26749                           ;PM*;04 14 18.2919031281 +12 20 53.148262433;     ~   ;     ~   ;     ~   ;7.89     ;     ~   ;G2V                   ;  45;   0,
6429 ;LP 474-269                         ;PM*;04 18 42.2470554168 +12 30 38.492162964;     ~   ;17.12    ;15.49    ;14.98    ;     ~   ;M1                    ;  22;   0,
6430 ;HD 26334                           ;SB*;04 10 21.7207186896 +12 04 39.414488880;     ~   ;     ~   ;     ~   ;8.69     ;     ~   ;K0                    ;  24;   0,
6431 ;HD 26784                           ;PM*;04 14 34.3409896608 +10 42 04.993916796;     ~   ;7.606    ;7.080    ;6.791    ;6.511    ;F8V                   ; 192;   0,
6432 ;G 7-26                             ;PM*;04 11 39.2601933912 +11 49 29.745366001;     ~   ;17.4     ;     ~   ;15.2     ;     ~   ;~                     ;   5;   0,
6433 ;LP 474-1681                        ;PM*;04 14 00.8911983528 +11 14 41.920583136;     ~   ;19.83    ;17.81    ;     ~   ;     ~   ;~                     ;   4;   0,
6434 ;LP 474-221                         ;PM*;04 16 10.8633539472 +11 32 01.500528444;     ~   ;19.50    ;17.62    ;     ~   ;     ~   ;~                     ;  16;   0,
6435 ;HZ 2                               ;WD*;04 12 43.5550038936 +11 51 48.978942012;12.903   ;13.787   ;13.877   ;13.984   ;14.094   ;DA2.3                 ; 102;   0,
6436 ;HD 286572                          ;PM*;04 09 49.3491894552 +09 18 19.771007940;     ~   ;11.291   ;     ~   ;9.4      ;     ~   ;K4                    ;  68;   0,
6437 ;HG 7-103                           ;PM*;04 07 44.8516388376 +09 45 22.074879312;     ~   ;14.00    ;12.571   ;12.415   ;     ~   ;~                     ;   4;   0,
6438 ;UGC 2966                           ;AG?;04 08 47.133 +08 30 56.29              ;     ~   ;16.54    ;15.77    ;     ~   ;     ~   ;~                     ;  21;   0,
6439 ;BD+08 659                          ;SB*;04 16 18.5691747505 +08 43 09.965019400;     ~   ;11.03    ;     ~   ;9.2      ;     ~   ;K7V                   ;  24;   0,
6440 ;G 7-34                             ;Er*;04 17 18.5336543303 +08 49 22.015096328;     ~   ;15.6     ;13.84    ;12.50    ;10.75    ;M5V                   ;  54;   0,
6441 ;* 46 Tau                           ;** ;04 13 33.0904461000 +07 42 58.017467664;5.65     ;5.65     ;5.29     ;4.94     ;4.75     ;F2V                   ; 165;   0,
6442 ;UGC 2997                           ;AG?;04 16 04.884 +08 10 48.49              ;     ~   ;15.0     ;     ~   ;     ~   ;     ~   ;~                     ;  42;   0,
6443 ;HD 26990                           ;** ;04 16 16.5072970248 +07 09 33.968089296;     ~   ;8.14     ;7.51     ;     ~   ;     ~   ;G0V:                  ;  79;   0,
6444 ;HD 26923                           ;PM*;04 15 28.8004060272 +06 11 12.698572488;6.910    ;6.860    ;     ~   ;5.9      ;     ~   ;G0IV                  ; 211;   0,
6445 ;* 45 Tau                           ;PM*;04 11 20.2822395072 +05 31 22.987999632;     ~   ;6.057    ;5.699    ;5.487    ;5.284    ;F4V                   ; 243;   0,
6446 ;UGC 2982                           ;AG?;04 12 22.670 +05 32 49.13              ;     ~   ;15.50    ;     ~   ;     ~   ;     ~   ;~                     ; 157;   0,
6447 ;HD 26913                           ;BY*;04 15 25.7871375264 +06 11 58.751401236;7.790    ;7.580    ;6.920    ;6.554    ;6.195    ;G8V                   ; 216;   0,
6448 ;UGC 3008                           ;GiG;04 18 40.1421034104 +02 33 38.664850932;     ~   ;14.8     ;     ~   ;     ~   ;     ~   ;~                     ;  19;   0,
6449 ;MCG+00-11-038                      ;GiG;04 16 51.2528459856 +02 34 19.723498932;     ~   ;15.5     ;     ~   ;     ~   ;     ~   ;~                     ;  11;   0,
6450 ;UGC 2963                           ;GiG;04 07 38.777 +03 58 05.25              ;     ~   ;15.3     ;     ~   ;     ~   ;     ~   ;~                     ;  36;   0,
6451 ;HD 26794                           ;PM*;04 14 30.2993352984 +03 01 19.389478656;     ~   ;9.78     ;     ~   ;8.2      ;     ~   ;K3V                   ;  79;   0,
6452 ;UGC 3002                           ;AG?;04 16 54.468 +03 05 48.56              ;     ~   ;16.0     ;     ~   ;     ~   ;     ~   ;~                     ;  16;   0,
6453 ;UGC 2994                           ;LSB;04 14 23.426 +02 43 53.33              ;     ~   ;15.7     ;     ~   ;     ~   ;     ~   ;~                     ;  29;   0,
6454 ;UGC 2998                           ;GiG;04 16 34.2859897680 +02 45 32.891815044;     ~   ;14.9     ;     ~   ;     ~   ;     ~   ;~                     ;  41;   0,
6455 ;G 82-9                             ;PM*;04 18 26.6078885219 +01 16 26.177889780;     ~   ;16.86    ;15.32    ;14.8     ;     ~   ;~                     ;  11;   0,
6456 ;UGC 3005                           ;GiP;04 17 20.50 +02 27 00.9                ;     ~   ;17       ;     ~   ;     ~   ;     ~   ;~                     ;  18;   1,
6457 ;UGC 3004                           ;GiG;04 17 18.995 +02 25 59.78              ;     ~   ;14.9     ;     ~   ;     ~   ;     ~   ;~                     ;  32;   2,
6458 ;UGC 3006                           ;GiG;04 17 25.2951349296 +02 22 16.010782932;     ~   ;15.0     ;     ~   ;     ~   ;     ~   ;~                     ;  23;   0,
6459 ;ATO J063.3797+01.9343              ;RR*;04 13 31.1420911056 +01 56 03.840470880;     ~   ;17.0     ;16.34    ;     ~   ;     ~   ;~                     ;   5;   0,
6460 ;UGC 2969                           ;EmG;04 09 01.5465386472 -01 09 34.698281328;     ~   ;14.8     ;     ~   ;     ~   ;     ~   ;~                     ;  28;   0,
6461 ;HD 27063                           ;PM*;04 16 30.2412812112 -00 34 22.092673404;     ~   ;8.71     ;8.07     ;     ~   ;     ~   ;G3V                   ;  87;   0,
6462 ;G 82-4                             ;PM*;04 14 42.5785388243 -01 09 48.532997367;     ~   ;16.44    ;14.95    ;14.49    ;     ~   ;~                     ;  11;   0,
6463 ;FASTT 146                          ;RR*;04 15 29.4756578568 -00 47 18.451495752;     ~   ;     ~   ;14.38    ;     ~   ;     ~   ;~                     ;   5;   0,
6464 ;2MASS J04132039-0114248            ;BD*;04 13 20.3828490528 -01 14 24.919544328;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;L0.5V                 ;   9;   0,
6465 ;ATO J063.3704-01.1752              ;RR*;04 13 28.9155360672 -01 10 30.714547512;     ~   ;16.9     ;16.91    ;     ~   ;     ~   ;~                     ;   6;   0,
6466 ;BD-04 782                          ;SB*;04 15 09.5344264586 -04 25 06.381142715;11.755   ;10.561   ;9.332    ;8.591    ;7.953    ;K5V                   ;  56;   0,
6467 ;2MASS J04093182-0420438            ;HB*;04 09 31.8041975232 -04 20 43.796976036;     ~   ;16.9     ;16.9     ;     ~   ;     ~   ;~                     ;   3;   0,
6468 ;ATO J063.3588-04.8850              ;RR*;04 13 26.1136435104 -04 53 06.260301420;     ~   ;16.5     ;15.42    ;     ~   ;     ~   ;~                     ;   7;   0,
6469 ;G 160-54                           ;SB*;04 13 45.8806287648 -05 09 05.072288112;     ~   ;15.7     ;14.175   ;13.981   ;11.283   ;M4.5+M7               ;  18;   0,
6470 ;MCG-01-11-004                      ;GiP;04 10 33.10 -07 10 00.0                ;     ~   ;16.01    ;     ~   ;15.29    ;14.5     ;~                     ;  28;   0,
6471 ;* omi01 Eri                        ;dS*;04 11 51.9390483214 -06 50 15.286647564;     ~   ;4.357    ;4.026    ;     ~   ;     ~   ;F0III                 ; 152;   0,
6472 ;ATO J062.7287-06.8477              ;RR*;04 10 54.9012981984 -06 50 51.943393860;     ~   ;15.5     ;15.27    ;     ~   ;     ~   ;~                     ;   6;   0,
6473 ;LEDA 14562                         ;EmG;04 09 04.0 -08 37 38                   ;     ~   ;15.4     ;     ~   ;14.7     ;15.0     ;~                     ;  13;   0,
6474 ;* omi02 Eri C                      ;Er*;04 15 21.5359980886 -07 39 20.694578096;     ~   ;12.85    ;11.17    ;     ~   ;     ~   ;M4.5V                 ; 218;   0,
6475 ;1RXS J041417.0-090650              ;EB?;04 14 17.3079121464 -09 06 54.605273184;     ~   ;     ~   ;13.884   ;13.612   ;11.107   ;M4.3V                 ;  39;   0,
6476 ;* omi02 Eri B                      ;WD*;04 15 21.7957181469 -07 39 29.203986789;9.147    ;9.83     ;9.53     ;     ~   ;     ~   ;DA2.9                 ; 335;   0,
6477 ;2MASSI J0417374-080000             ;LM*;04 17 37.4940595719 -08 00 00.601208406;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;M7.5V                 ;  19;   0,
6478 ;ATO J062.2494-08.1650              ;RR*;04 08 59.8629352032 -08 09 54.104216472;     ~   ;16.6     ;15.49    ;     ~   ;     ~   ;~                     ;   5;   0,
6479 ;LP 714-50                          ;PM*;04 18 41.7018448170 -09 35 26.511507648;     ~   ;     ~   ;13.326   ;13.098   ;     ~   ;~                     ;   7;   0,
6480 ;2MASSI J0415195-093506             ;BD*;04 15 19.54368 -09 35 06.6732          ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;T8.0                  ; 163;   0,
6481 ;* omi02 Eri                        ;Er*;04 15 16.3196189945 -07 39 10.330779018;5.69     ;5.25     ;4.43     ;3.74     ;3.29     ;K0V                   ; 807;   0,
6482 ;LP 714-58                          ;** ;04 16 41.6739295 -12 33 23.080387      ;13.641   ;12.434   ;10.901   ;9.898    ;8.738    ;M1.5+V                ;  29;   0,
6483 ;G 160-51                           ;WD*;04 12 26.3267623464 -11 17 47.278628664;     ~   ;15.6     ;15.446   ;     ~   ;     ~   ;DA                    ;  24;   0,
6484 ;BD-10 887                          ;PM*;04 18 28.8887062289 -10 27 45.398254937;     ~   ;10.89    ;9.79     ;     ~   ;     ~   ;K3.5Vk:               ;  19;   0,
6485 ;BD-15 728                          ;PM*;04 09 26.3623944696 -14 41 54.047237676;     ~   ;12.1     ;10.614   ;10.311   ;     ~   ;K5V                   ;  30;   0,
6486 ;V* XY Eri                          ;RR*;04 11 16.8146120592 -13 50 54.088520352;     ~   ;     ~   ;13.00    ;     ~   ;     ~   ;~                     ;  26;   0,
6487 ;G 160-50                           ;PM*;04 11 51.6015358080 -13 37 58.531162368;     ~   ;16.6     ;     ~   ;     ~   ;     ~   ;~                     ;   4;   0,
6488 ;V* AC Eri                          ;RR*;04 16 05.8430725056 -14 33 59.774477472;14.55    ;14.82    ;14.40    ;14.26    ;     ~   ;F                     ;  17;   0,
6489 ;BD-13 835                          ;PM*;04 12 45.3537212688 -13 07 55.950787380;     ~   ;11.15    ;10.05    ;     ~   ;     ~   ;~                     ;   2;   0,
6490 ;SIPS J0408-1450                    ;BD*;04 08 29.0647571976 -14 50 33.607387716;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;L1.3V                 ;  21;   0,
6491 ;ATO J064.5610-14.9056              ;RR*;04 18 14.6495782512 -14 54 20.179619208;     ~   ;16.2     ;16.49    ;     ~   ;     ~   ;~                     ;   6;   0,
6492 ;LP 714-37                          ;** ;04 10 48.10248 -12 51 42.1488          ;     ~   ;18.4     ;     ~   ;15.0     ;12.99    ;M5.5+M8.0+M8.5        ;  24;   0,
6493 ;V* AD Eri                          ;RR*;04 17 56.0186074776 -16 31 52.714019388;     ~   ;16.5     ;15.97    ;     ~   ;     ~   ;~                     ;   8;   0,
6494 ;G 160-58                           ;PM*;04 14 57.4902167208 -16 26 56.462894124;     ~   ;14.9     ;12.637   ;12.209   ;     ~   ;~                     ;   8;   0,
6495 ;MCG-03-11-018                      ;AG?;04 11 19.71 -16 13 48.2                ;     ~   ;15.02    ;     ~   ;     ~   ;     ~   ;~                     ;  22;   0,
6496 ;MCG-03-11-019                      ;AG?;04 16 12.545 -16 45 02.41              ;     ~   ;14.41    ;     ~   ;14.2     ;14.2     ;~                     ;  40;   0,
6497 ;NGC 1519                           ;Sy1;04 08 07.591 -17 11 34.46              ;     ~   ;13.73    ;     ~   ;12.70    ;     ~   ;~                     ;  69;   0,
6498 ;V* AB Eri                          ;RR*;04 15 40.7319008568 -18 23 21.382131984;     ~   ;     ~   ;14.97    ;     ~   ;     ~   ;~                     ;   8;   0,
6499 ;LP 774-47                          ;PM*;04 10 46.8842907336 -19 11 05.421338268;     ~   ;13.20    ;11.479   ;11.031   ;     ~   ;K6Vk:                 ;  14;   0,
6500 ;LP 774-31                          ;PM*;04 11 28.0744955193 -19 31 40.309175486;     ~   ;14.587   ;13.091   ;12.716   ;     ~   ;~                     ;  10;   0,
6501 ;LP 833-55                          ;PM*;04 12 43.0726213953 -22 50 39.163569408;     ~   ;14.5     ;     ~   ;13.180   ;     ~   ;~                     ;  10;   0,
6502 ;LP 833-54                          ;PM*;04 12 42.5584285658 -22 50 25.148704932;     ~   ;17.4     ;     ~   ;     ~   ;     ~   ;~                     ;   6;   0,
6503 ;HD 26347                           ;** ;04 09 18.9109758511 -20 24 59.230098583;     ~   ;9.78     ;9.15     ;     ~   ;     ~   ;G2/3V                 ;   9;   0,
6504 ;ESO 550-14                         ;GiG;04 09 31.94 -21 46 22.1                ;     ~   ;15.10    ;     ~   ;14.05    ;14.9     ;~                     ;  23;   0,
6505 ;LP 774-43                          ;PM*;04 18 23.4113226072 -20 35 09.340985112;     ~   ;     ~   ;12.650   ;12.324   ;     ~   ;~                     ;  10;   0,
6506 ;ESO 483-13                         ;EmG;04 12 41.119 -23 09 31.99              ;14.91    ;14.23    ;13.61    ;13.32    ;13.8     ;~                     ;  57;   0,
6507 ;LP 833-45                          ;PM*;04 09 03.8691918648 -23 31 03.108798588;     ~   ;     ~   ;18.54    ;     ~   ;     ~   ;M5                    ;   4;   0,
6508 ;LP 834-10                          ;PM*;04 16 06.8989812617 -24 05 38.037375354;     ~   ;     ~   ;13.32    ;     ~   ;     ~   ;~                     ;   5;   0,
6509 ;2MASS J04080543-2731349            ;PM*;04 08 05.4436284312 -27 31 34.856822856;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                  ;   5;   0,
6510 ;2MASS J04084031-2705473            ;LM*;04 08 40.3186208664 -27 05 47.365721088;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                  ;  10;   0,
6511 ;L 590-10                           ;PM*;04 17 09.0740059036 -26 02 48.749581817;     ~   ;13.14    ;11.77    ;     ~   ;     ~   ;M1                    ;  30;   0,
6512 ;CD-27 1610                         ;PM*;04 14 09.6367380456 -26 52 17.686079832;     ~   ;11.25    ;10.23    ;     ~   ;     ~   ;~                     ;   1;   0,
6513 ;2MASS J04093930-2648489            ;Er*;04 09 39.3066294264 -26 48 49.090566852;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;M1.5                  ;  14;   0,
6514 ;LP 890-2                           ;PM*;04 13 39.8287646232 -27 04 29.296774848;     ~   ;22.0     ;     ~   ;     ~   ;     ~   ;M6V                   ;  12;   0,
6515 ;LP 890-8                           ;PM*;04 15 56.1911544264 -28 16 50.801335896;     ~   ;     ~   ;13.472   ;12.4     ;11.09    ;~                     ;   7;   0,
6516 ;LP 890-9                           ;PM*;04 16 31.1617564071 -28 18 52.954336524;     ~   ;     ~   ;17.47    ;     ~   ;     ~   ;M5                    ;  11;   0,
