2523 ;G 258-26                           ;PM*;17 58 05.5306371255 +71 59 07.960698882;     ~   ;     ~   ;     ~   ;9.9      ;     ~   ;K3                    ;  19;   0,
2524 ;LP 44-48                           ;PM*;17 37 27.4373664257 +71 03 58.284758484;     ~   ;13.0     ;     ~   ;10.6     ;     ~   ;~                     ;   6;   0,
2525 ;G 240-64                           ;PM*;17 37 26.6629671674 +71 03 57.128714623;     ~   ;13.40    ;     ~   ;10.6     ;     ~   ;M0.5                  ;  12;   0,
2526 ;NGC 6434                           ;Sy1;17 36 48.7966509000 +72 05 20.127739596;     ~   ;13.2     ;     ~   ;     ~   ;     ~   ;~                     ;  57;   0,
2527 ;LP 44-162                          ;LM*;17 57 15.4028425766 +70 42 01.191850031;     ~   ;20.4     ;18.79    ;17.0     ;14.12    ;M7.5V                 ;  36;   0,
2528 ;LP 44-153                          ;PM*;17 55 29.4509741280 +70 26 23.750295936;     ~   ;     ~   ;     ~   ;11.475   ;     ~   ;~                     ;   8;   0,
2529 ;G 259-17                           ;PM*;17 42 41.5558807800 +75 37 18.774450812;     ~   ;16.3     ;     ~   ;13.1     ;     ~   ;M4.5V                 ;  23;   0,
2530 ;G 258-9                            ;PM*;17 33 06.3757422731 +74 34 02.422141342;     ~   ;     ~   ;     ~   ;10.6     ;     ~   ;K5                    ;  18;   0,
2531 ;HD 163183                          ;PM*;17 47 38.1777173760 +73 07 57.646788816;     ~   ;8.33     ;7.75     ;     ~   ;     ~   ;G0                    ;  38;   0,
2532 ;UGC 10892                          ;AG?;17 29 04.60 +74 15 25.5                ;     ~   ;16.0     ;     ~   ;     ~   ;     ~   ;~                     ;  17;   0,
2533 ;LGG 410                            ;GrG;17 25 01.0 +75 37 18                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~                     ;   4;   0,
2534 ;NGC 6412                           ;GiG;17 29 37.522 +75 42 15.59              ;     ~   ;12.40    ;     ~   ;     ~   ;     ~   ;~                     ; 139;   0,
2535 ;G 259-12                           ;PM*;17 31 32.3466965507 +77 59 54.987460777;     ~   ;14.8     ;     ~   ;13.5     ;     ~   ;~                     ;  10;   0,
2536 ;* 35 Dra                           ;PM*;17 49 27.0323669376 +76 57 46.365339960;     ~   ;5.53     ;     ~   ;4.7      ;     ~   ;F6IV-Vs               ; 102;   0,
2537 ;UGC 10887                          ;AG?;17 26 07.00 +77 42 13.0                ;     ~   ;15.4     ;     ~   ;     ~   ;     ~   ;~                     ;  24;   0,
2538 ;IC 4660                            ;AG?;17 21 45.3165132528 +75 50 55.472126244;     ~   ;15.4     ;     ~   ;     ~   ;     ~   ;~                     ;  37;   0,
2539 ;G 259-22                           ;PM*;17 58 56.5870501777 +80 42 43.880064077;     ~   ;14.488   ;12.886   ;12.541   ;     ~   ;M3.5V                 ;  22;   0,
2540 ;PM J17348+7844                     ;PM*;17 34 51.6911483688 +78 44 18.545526708;     ~   ;     ~   ;12.808   ;12.390   ;     ~   ;M2V                   ;  12;   0,
2541 ;G 259-23                           ;PM*;17 58 07.5286990088 +83 34 35.410736137;     ~   ;15.50    ;     ~   ;13.4     ;     ~   ;~                     ;   7;   0,
2542 ;EGGR 199                           ;WD*;17 49 50.1474575152 +82 46 26.061955719;     ~   ;14.92    ;     ~   ;14.5     ;     ~   ;DA6.8                 ;  85;   0,
2543 ;G 259-15                           ;PM*;17 31 17.2056345951 +82 05 20.057030541;     ~   ;15.95    ;     ~   ;12.9     ;     ~   ;M4                    ;  32;   0,
2544 ;* 24 UMi                           ;PM*;17 30 47.5894782768 +86 58 04.971244656;     ~   ;5.981    ;5.756    ;     ~   ;     ~   ;kA2hA9mF0             ;  53;   0,
2545 ;BD+85 286                          ;*  ;17 25 07.0527559824 +85 06 55.860339888;     ~   ;10.40    ;9.48     ;     ~   ;     ~   ;K0                    ;   2;   0,
2546 ;G 259-20                           ;PM*;17 43 09.1898619000 +85 26 29.875278300;     ~   ;     ~   ;     ~   ;11.493   ;     ~   ;M2.0V                 ;  21;   0,
2547 ;G 256-35                           ;PM*;16 28 11.2144196391 +84 50 01.009846317;     ~   ;14.56    ;     ~   ;12.482   ;     ~   ;~                     ;  10;   0,
2548 ;V* UY UMi                          ;gD*;12 15 20.2712485488 +87 42 00.426459852;     ~   ;6.590    ;6.259    ;     ~   ;     ~   ;F1IV                  ;  57;   0,
2549 ;HD 115675                          ;PM*;13 04 07.3428536856 +87 06 55.538446536;     ~   ;     ~   ;     ~   ;8.1      ;     ~   ;K0                    ;  44;   0,
2550 ;G 265-34                           ;PM*;17 16 41.4322602753 +87 13 29.740915459;     ~   ;16.7     ;     ~   ;14.9     ;     ~   ;~                     ;  10;   0,
2551 ;MCG+15-01-003                      ;GiG;06 15 01.5502959648 +87 42 50.817706452;     ~   ;16       ;     ~   ;     ~   ;     ~   ;~                     ;  12;   0,
2552 ;LP 1-74                            ;PM*;07 59 15.1326072278 +87 57 47.848800361;     ~   ;17.1     ;     ~   ;14.7     ;     ~   ;~                     ;   9;   0,
2553 ;G 253-2                            ;PM*;07 58 17.9953194478 +87 57 39.668035252;     ~   ;15.4     ;     ~   ;12.7     ;     ~   ;M4.0                  ;  15;   0,
2554 ;BD+87 69                           ;*  ;09 02 28.4236603848 +86 39 20.971567008;     ~   ;9.97     ;9.08     ;     ~   ;     ~   ;K0                    ;   5;   0,
2555 ;G 265-30                           ;PM*;06 54 52.5754714512 +87 16 12.415457784;     ~   ;15.9     ;     ~   ;13.6     ;     ~   ;~                     ;   5;   0,
2556 ;BD+85 82                           ;PM*;06 13 08.2515562248 +85 36 31.226413716;     ~   ;10.11    ;9.07     ;     ~   ;     ~   ;K3V                   ;   6;   0,
2557 ;HD 56322                           ;PM*;07 49 53.4405302040 +86 21 55.011747996;     ~   ;     ~   ;     ~   ;12.2     ;     ~   ;G0                    ;  35;   0,
2558 ;G 265-29                           ;PM*;06 34 23.9533923096 +86 28 16.976711136;     ~   ;16.75    ;     ~   ;13.6     ;     ~   ;~                     ;   8;   0,
2559 ;G 265-31                           ;PM*;07 13 23.7903891115 +87 00 53.692203541;     ~   ;15.1     ;     ~   ;12.8     ;     ~   ;~                     ;   6;   0,
2560 ;UGC 4100                           ;LSB;08 06 55.93079 +84 45 19.0136          ;     ~   ;16.0     ;     ~   ;     ~   ;     ~   ;~                     ;  16;   0,
2561 ;IC 469                             ;GiG;07 55 59.0026441056 +85 09 32.010150564;     ~   ;13.6     ;     ~   ;     ~   ;     ~   ;~                     ;  29;   0,
2562 ;NGC 2268                           ;GiG;07 14 17.441 +84 22 56.18              ;     ~   ;12.1     ;     ~   ;     ~   ;     ~   ;~                     ; 143;   0,
2563 ;MCG+14-04-020                      ;GiG;07 15 06.8637089736 +85 46 28.544771604;     ~   ;15.4     ;     ~   ;     ~   ;     ~   ;~                     ;  14;   0,
2564 ;UGC 3654                           ;GiG;07 17 47.2608676992 +85 42 47.421035028;     ~   ;15.2     ;     ~   ;     ~   ;     ~   ;~                     ;  20;   0,
2565 ;MCG+14-04-039                      ;GiG;07 58 12.8637594648 +85 42 59.879294064;     ~   ;15.3     ;     ~   ;     ~   ;     ~   ;~                     ;  13;   0,
2566 ;UGC 4297                           ;GiG;08 28 29.0971983600 +85 36 29.538981576;     ~   ;14.5     ;     ~   ;     ~   ;     ~   ;~                     ;  20;   0,
2567 ;UGC 4078                           ;AG?;08 04 24.807 +84 38 29.10              ;     ~   ;15.4     ;     ~   ;     ~   ;     ~   ;~                     ;  43;   0,
2568 ;G 222-18                           ;PM*;07 49 19.5916570291 +84 58 38.110983708;     ~   ;14.1     ;     ~   ;12.426   ;     ~   ;M3.0V                 ;  28;   0,
2569 ;PM J06551+8427                     ;PM*;06 55 08.9759427288 +84 27 07.927509240;     ~   ;14.9     ;13.565   ;13.303   ;     ~   ;~                     ;   7;   0,
2570 ;IC 455                             ;GiG;07 34 57.4926335352 +85 32 13.975246536;     ~   ;14.3     ;     ~   ;     ~   ;     ~   ;~                     ;  32;   0,
2571 ;NGC 2276                           ;AG?;07 27 14.485 +85 45 16.20              ;     ~   ;12.3     ;     ~   ;     ~   ;     ~   ;~                     ; 367;   0,
2572 ;NGC 2300                           ;AG?;07 32 20.486 +85 42 31.90              ;     ~   ;12.2     ;     ~   ;     ~   ;     ~   ;~                     ; 332;   0,
2573 ;G 222-11                           ;PM*;06 10 19.8468098360 +82 06 24.318574744;     ~   ;12.214   ;     ~   ;9.5      ;     ~   ;M2.5V                 ; 121;   0,
2574 ;UGC 3500                           ;AG?;06 47 54.4352772288 +84 09 43.643862936;     ~   ;14.7     ;     ~   ;     ~   ;     ~   ;~                     ;  21;   0,
2575 ;UGC 3540                           ;AG?;06 54 35.442 +82 28 46.15              ;     ~   ;15.7     ;     ~   ;     ~   ;     ~   ;~                     ;  21;   0,
2576 ;RX J0613.5+8201                    ;PM*;06 13 31.2571818253 +82 01 27.216828817;     ~   ;15.789   ;14.219   ;13.851   ;     ~   ;M1.5V                 ;   1;   0,
2577 ;LP 4-203                           ;PM*;06 18 44.3954234496 +83 25 17.592403332;     ~   ;14.5     ;     ~   ;13.6     ;     ~   ;M3                    ;   7;   0,
2578 ;LP 4-288                           ;PM*;06 47 43.0773758352 +81 46 19.349373792;     ~   ;15.9     ;     ~   ;14.3     ;     ~   ;~                     ;   5;   0,
2579 ;LP 4-248                           ;PM*;07 03 11.0135119560 +83 38 58.784230284;     ~   ;16.3     ;     ~   ;14.3     ;     ~   ;M3.0V                 ;  11;   0,
2580 ;LP 5-182                           ;PM*;07 12 57.8231351208 +81 09 17.873131572;     ~   ;16.9     ;     ~   ;14.0     ;     ~   ;~                     ;   5;   0,
2581 ;HD 46588                           ;PM*;06 46 14.1499571048 +79 33 53.318552995;     ~   ;5.95     ;     ~   ;5.1      ;     ~   ;F7V                   ; 142;   0,
2582 ;G 251-15                           ;PM*;06 46 33.7033902468 +79 11 50.101619167;     ~   ;15.9     ;     ~   ;13.8     ;     ~   ;M4.5Ve                ;   9;   0,
2583 ;PM J06521+7908                     ;PM*;06 52 09.6240616416 +79 08 54.160120248;     ~   ;12.45    ;10.919   ;10.452   ;     ~   ;K7e                   ;  11;   0,
2584 ;LEDA 95597                         ;LSB;06 47 45.6 +80 07 27                   ;     ~   ;16.4     ;     ~   ;     ~   ;     ~   ;~                     ;  67;   0,
2585 ;UGC 3413                           ;GiG;06 17 01.0782783096 +81 08 16.382089212;     ~   ;13.8     ;     ~   ;     ~   ;     ~   ;~                     ;  32;   0,
2586 ;LP 15-236                          ;PM*;06 10 42.9499584096 +79 41 39.901808436;     ~   ;15.2     ;     ~   ;12.9     ;     ~   ;M3.5                  ;   6;   0,
2587 ;G 222-15                           ;PM*;06 31 58.3098951264 +78 35 17.431345284;     ~   ;16.2     ;     ~   ;14.2     ;     ~   ;~                     ;   6;   0,
2588 ;BD+76 242                          ;*  ;06 30 57.5868812328 +76 28 27.062676444;     ~   ;9.95     ;9.15     ;     ~   ;     ~   ;K2                    ;   2;   0,
2589 ;HD 45161                           ;PM*;06 35 33.5535938424 +76 51 58.867705692;     ~   ;8.83     ;8.14     ;     ~   ;     ~   ;G5                    ;  35;   0,
2590 ;UGC 3439                           ;GiP;06 23 55.182 +78 31 48.41              ;13.52    ;13.50    ;12.87    ;     ~   ;     ~   ;~                     ;  54;   1,
2591 ;LP 16-94                           ;PM*;06 00 50.1434248368 +77 36 41.147292600;     ~   ;18.0     ;     ~   ;15.9     ;     ~   ;~                     ;   6;   0,
2592 ;LP 16-197                          ;PM*;06 23 57.9384827424 +77 58 19.689518820;     ~   ;     ~   ;17.96    ;     ~   ;     ~   ;M5.5                  ;   4;   0,
2593 ;NGC 2146                           ;SBG;06 18 37.710 +78 21 25.27              ;11.67    ;11.38    ;10.59    ;     ~   ;     ~   ;~                     ; 704;   2,
2594 ;HD 45947                           ;PM*;06 37 54.9239228760 +73 41 43.931691420;     ~   ;     ~   ;     ~   ;6.0      ;     ~   ;F2                    ;  40;   0,
2595 ;EGGR 421                           ;WD*;06 07 17.0882715782 +73 31 59.696185984;     ~   ;17.3     ;     ~   ;16.8     ;     ~   ;DAwk                  ;  23;   0,
2596 ;UGC 3453                           ;AG?;06 24 53.95 +73 07 47.3                ;     ~   ;14.60    ;     ~   ;     ~   ;     ~   ;~                     ;  24;   0,
2597 ;V* MU Cam                          ;XB*;06 25 16.2519466536 +73 34 39.105603804;     ~   ;     ~   ;     ~   ;14.3     ;     ~   ;~                     ;  68;   0,
2598 ;Mrk 5                              ;H2G;06 42 15.53 +75 37 32.6                ;     ~   ;17.0     ;     ~   ;     ~   ;     ~   ;~                     ; 110;   0,
2599 ;LP 33-282                          ;PM*;06 09 56.3307531144 +73 21 22.529277144;     ~   ;     ~   ;17.38    ;     ~   ;     ~   ;~                     ;   5;   0,
2600 ;LP 33-293                          ;PM*;06 16 20.9288078280 +74 13 05.474378964;     ~   ;15.70    ;     ~   ;13.5     ;     ~   ;~                     ;   4;   0,
2601 ;MCC 233                            ;*  ;06 07 32.9464291752 +72 09 07.765621668;     ~   ;11.91    ;10.62    ;     ~   ;     ~   ;M0                    ;  18;   0,
2602 ;HD 42250                           ;PM*;06 16 02.6804318620 +70 46 53.669907399;     ~   ;8.20     ;     ~   ;6.9      ;     ~   ;G9V                   ;  94;   0,
2603 ;UGC 3474                           ;AG?;06 32 37.610 +71 33 39.42              ;     ~   ;15.60    ;     ~   ;     ~   ;     ~   ;~                     ;  54;   0,
2604 ;UGC 3403                           ;AG?;06 10 36.339 +71 23 10.05              ;     ~   ;14.30    ;     ~   ;     ~   ;     ~   ;~                     ;  40;   1,
2605 ;G 249-27                           ;PM*;06 00 46.6040204542 +68 08 29.107325925;     ~   ;14.9     ;13.32    ;12.16    ;10.65    ;M4                    ;  33;   0,
2606 ;G 249-28                           ;PM*;06 00 49.5107734672 +68 09 22.842673035;     ~   ;14.46    ;12.94    ;11.8     ;10.33    ;M3.5V                 ;  33;   0,
2607 ;HD 40647                           ;PM*;06 06 05.7934596792 +69 28 34.234810824;     ~   ;9.06     ;8.26     ;     ~   ;     ~   ;G5V                   ;  50;   0,
2608 ;LP 57-90                           ;BD?;06 11 03.2893958847 +68 18 33.220766240;     ~   ;20.8     ;     ~   ;18.8     ;     ~   ;~                     ;   9;   0,
2609 ;HD 40708                           ;PM*;06 06 07.5006554769 +67 38 23.981909486;     ~   ;     ~   ;     ~   ;7.8      ;     ~   ;G5                    ;  28;   0,
2610 ;MCC 234                            ;PM*;06 07 55.2510248640 +67 58 36.554348208;     ~   ;10.985   ;9.744    ;9.385    ;     ~   ;K6V                   ;  52;   0,
2611 ;HD 42891                           ;** ;06 18 37.3334432102 +67 43 42.197849763;     ~   ;9.19     ;8.42     ;     ~   ;     ~   ;K0                    ;  23;   0,
2612 ;UGC 3416                           ;AG?;06 13 40.0176014688 +69 43 45.188797512;     ~   ;15.20    ;     ~   ;     ~   ;     ~   ;~                     ;  46;   0,
2613 ;LSPM J0622+6748                    ;PM*;06 22 13.0407005448 +67 48 03.570058692;     ~   ;15.9     ;     ~   ;14.1     ;     ~   ;~                     ;   4;   0,
2614 ;G 249-32                           ;PM*;06 02 25.6024721037 +66 20 39.865373647;     ~   ;15.6     ;     ~   ;13.6     ;     ~   ;M4.5V                 ;  22;   0,
2615 ;G 249-30                           ;PM*;06 01 17.3014574365 +67 21 46.547912043;     ~   ;15.7     ;     ~   ;14.0     ;     ~   ;~                     ;   9;   0,
2616 ;HD 42417                           ;*  ;06 15 36.1979948664 +66 08 54.583036656;     ~   ;7.51     ;7.04     ;     ~   ;     ~   ;F5                    ;  22;   0,
2617 ;HD 43297                           ;PM*;06 20 24.6452150088 +65 29 52.500178572;     ~   ;     ~   ;     ~   ;8.2      ;     ~   ;G0                    ;  25;   0,
2618 ;MCG+11-08-042                      ;AG?;06 24 49.781 +65 43 49.99              ;     ~   ;15       ;     ~   ;     ~   ;     ~   ;~                     ;  14;   0,
2619 ;HD 40891                           ;SB*;06 06 24.6779984548 +63 50 06.463584247;     ~   ;     ~   ;     ~   ;7.9      ;     ~   ;G5                    ;  41;   0,
2620 ;BD+63 639                          ;PM*;06 13 35.2818462024 +63 23 38.905938024;     ~   ;10.92    ;9.67     ;9.36     ;     ~   ;K8/M0V                ;  37;   0,
2621 ;UGC 3409                           ;LSB;06 10 52.6180799064 +64 34 02.952782184;     ~   ;17       ;     ~   ;     ~   ;     ~   ;~                     ;  15;   0,
2622 ;G 192-13                           ;PM*;06 01 11.0455145210 +59 35 49.884065409;     ~   ;13.31    ;     ~   ;10.7     ;     ~   ;M4.0V                 ;  92;   0,
2623 ;G 249-36                           ;PM*;06 05 29.4016804298 +60 49 22.464244993;     ~   ;14.7     ;     ~   ;12.8     ;     ~   ;M4.5V                 ;  36;   0,
2624 ;HD 42819                           ;PM*;06 16 12.3238169112 +56 56 03.705020844;     ~   ;     ~   ;     ~   ;7.1      ;     ~   ;G0                    ;  37;   0,
2625 ;TYC 3755-532-1                     ;PM*;06 04 09.5067019680 +54 30 25.579167480;     ~   ;10.67    ;9.69     ;     ~   ;     ~   ;~                     ;   2;   0,
2626 ;G 192-22                           ;PM*;06 14 02.3616820087 +51 40 08.070066907;     ~   ;14.5     ;     ~   ;12.525   ;     ~   ;M3.5V                 ;  31;   0,
2627 ;LP 120-46                          ;PM*;06 13 10.9069566288 +53 17 54.986800524;     ~   ;17.5     ;     ~   ;15.4     ;     ~   ;M5.5Ve                ;  11;   0,
2628 ;LP 121-2                           ;PM*;06 13 59.9730477528 +52 56 36.326778720;     ~   ;17.1     ;     ~   ;15.3     ;     ~   ;~                     ;   4;   0,
2629 ;G 192-15                           ;PM*;06 02 29.1943155520 +49 51 56.155536974;     ~   ;16.32    ;     ~   ;13.4     ;     ~   ;M5.0V                 ;  62;   0,
2630 ;G 192-20                           ;PM*;06 08 30.4323630611 +49 02 06.256246997;     ~   ;17.1     ;     ~   ;14.5     ;     ~   ;M5V                   ;  11;   0,
2631 ;PM J06117+4813                     ;PM*;06 11 43.9670560775 +48 13 10.940345611;     ~   ;     ~   ;13.402   ;13.110   ;     ~   ;~                     ;   7;   0,
2632 ;TYC 3383-892-1                     ;PM*;06 12 50.2398895176 +49 19 13.229582160;     ~   ;11.07    ;10.02    ;     ~   ;     ~   ;~                     ;   1;   0,
2633 ;HD 40650                           ;PM*;06 02 45.1413008808 +47 48 34.306629372;     ~   ;7.05     ;6.49     ;     ~   ;     ~   ;F5                    ;  51;   0,
2634 ;Wolf 261                           ;PM*;06 03 29.5702825466 +47 48 14.940214535;     ~   ;13.94    ;     ~   ;13.639   ;     ~   ;M4.17                 ;  32;   0,
2635 ;BD+46 2361                         ;*  ;17 45 33.5252323728 +46 51 19.321825680;     ~   ;12.09    ;10.718   ;10.194   ;     ~   ;M1V                   ;  63;   0,
2636 ;PG 1743+477                        ;HS*;17 44 26.3960708352 +47 41 46.918908168;     ~   ;13.68    ;13.79    ;13.99    ;     ~   ;sdB2VIIHe7            ;  32;   0,
2637 ;GD 366                             ;WD*;17 48 26.8613524848 +45 03 27.851777280;     ~   ;15.79    ;     ~   ;15.6     ;     ~   ;DC6                   ;  19;   0,
2638 ;2MASS J17440833+4734403            ;PM*;17 44 08.3489774976 +47 34 40.283984136;     ~   ;     ~   ;14.308   ;     ~   ;     ~   ;~                     ;   3;   0,
2639 ;RX J1736.9+4859                    ;BY*;17 36 59.2858491768 +48 59 45.951526284;     ~   ;14.79    ;13.23    ;12.76    ;     ~   ;M2.5                  ;  16;   0,
2640 ;ATO J265.4903+47.8980              ;PM*;17 41 57.6419966976 +47 53 54.379238820;     ~   ;     ~   ;14.535   ;     ~   ;     ~   ;~                     ;   4;   0,
2641 ;LP 139-6                           ;PM*;17 30 27.9661377168 +52 42 59.595968160;     ~   ;17.3     ;     ~   ;15.1     ;     ~   ;~                     ;  10;   0,
2642 ;GD 524                             ;WD*;17 28 56.2202490696 +55 58 22.634215356;     ~   ;16.19    ;     ~   ;15.89    ;     ~   ;DBQ4                  ;  57;   0,
2643 ;* nu.01 Dra                        ;PM*;17 32 10.5682505040 +55 11 03.282550368;     ~   ;     ~   ;     ~   ;4.7      ;     ~   ;kA3hF0mF0(IV-V)       ; 125;   0,
2644 ;* nu.02 Dra                        ;SB*;17 32 16.0425231528 +55 10 22.505264940;     ~   ;     ~   ;     ~   ;4.7      ;     ~   ;kA4hF2VmF3            ; 147;   0,
2645 ;HD 160520                          ;PM*;17 37 14.2227827280 +55 44 27.825668232;     ~   ;8.16     ;7.04     ;     ~   ;     ~   ;K0                    ;  18;   0,
2646 ;G 226-64                           ;PM*;17 32 53.5466805433 +54 20 12.715990592;     ~   ;13.4     ;     ~   ;11.874   ;     ~   ;M2.0V                 ;  23;   0,
2647 ;V* EN Dra                          ;RR*;17 38 26.9677478520 +57 06 48.693653676;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~                     ;  13;   1,
2648 ;MCG+10-25-065                      ;AG?;17 34 32.513 +58 13 48.41              ;     ~   ;17       ;     ~   ;     ~   ;     ~   ;~                     ;  19;   0,
2649 ;UGC 10854                          ;AG?;17 24 46.402 +58 12 20.60              ;     ~   ;16.0     ;     ~   ;     ~   ;     ~   ;~                     ;  38;   0,
2650 ;[FS2003] 0909                      ;PM*;17 40 14.9518659672 +58 54 12.674675448;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;K                     ;   6;   0,
2651 ;PM J17395+5650                     ;Em*;17 39 33.6566969328 +56 50 14.281813284;     ~   ;     ~   ;13.505   ;13.183   ;     ~   ;M2.8                  ;   9;   0,
2652 ;G 226-66                           ;PM*;17 35 34.4785242391 +61 40 53.628113703;     ~   ;11.40    ;9.98     ;9.52     ;8.01     ;M1V                   ; 139;   0,
2653 ;G 226-60                           ;PM*;17 22 42.9806181225 +60 08 21.372176344;     ~   ;15.2     ;     ~   ;13.6     ;     ~   ;M3.1                  ;  14;   0,
2654 ;GD 523                             ;HB*;17 20 42.9561027792 +60 55 00.344581716;     ~   ;15.71    ;15.50    ;15.66    ;     ~   ;sdA                   ;   4;   0,
2655 ;NGC 6390                           ;AG?;17 28 28.044 +60 05 39.81              ;     ~   ;14.5     ;     ~   ;13.64    ;     ~   ;~                     ;  37;   0,
2656 ;UGC 10872                          ;LSB;17 27 18.38 +61 10 39.9                ;     ~   ;16.5     ;     ~   ;     ~   ;     ~   ;~                     ;  19;   1,
2657 ;HD 160934                          ;Er*;17 38 39.6170537492 +61 14 16.102424643;     ~   ;11.34    ;10.15    ;     ~   ;8.99     ;K7Ve                  ; 100;   0,
2658 ;GJ 4021                            ;Er*;17 38 40.9065468264 +61 13 59.299346568;     ~   ;     ~   ;12.27    ;14.73    ;     ~   ;M4                    ;   9;   0,
2659 ;HD 159265                          ;PM*;17 29 16.5787243056 +63 52 08.892556536;     ~   ;     ~   ;     ~   ;7.9      ;     ~   ;G0                    ;  25;   0,
2660 ;HD 159329                          ;PM*;17 29 44.4502379808 +63 51 09.555601788;     ~   ;8.19     ;     ~   ;7.3      ;     ~   ;F9V                   ;  46;   0,
2661 ;G 226-59                           ;PM*;17 22 01.3758320592 +62 07 48.233746740;     ~   ;14.48    ;     ~   ;12.950   ;     ~   ;M2.7                  ;  10;   0,
2662 ;* 26 Dra                           ;SB*;17 34 59.6247421716 +61 52 28.241842096;5.950    ;     ~   ;     ~   ;     ~   ;     ~   ;F9V+K3V               ; 258;   0,
2663 ;NGC 6359                           ;GiG;17 17 52.9779028056 +61 46 50.866282308;14.08    ;13.56    ;12.64    ;     ~   ;     ~   ;~                     ;  41;   1,
2664 ;G 240-52                           ;PM*;17 15 04.6961673454 +66 52 58.913577175;     ~   ;15.4     ;     ~   ;13.841   ;     ~   ;M3.5Ve                ;  10;   0,
2665 ;G 240-53                           ;PM*;17 15 59.8215167928 +64 37 08.404663584;     ~   ;14.9     ;     ~   ;13.4     ;     ~   ;~                     ;   7;   0,
2666 ;2MASS J17171408+6526221            ;BD*;17 17 14.0648752296 +65 26 22.283818044;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;L6.2V                 ;  16;   0,
2667 ;LP 70-177                          ;PM*;17 11 14.3801031768 +66 09 37.737918216;     ~   ;     ~   ;18.50    ;     ~   ;     ~   ;~                     ;   4;   0,
2668 ;BD+69 899                          ;*  ;17 11 38.7449292048 +69 20 07.106398368;     ~   ;10.01    ;9.05     ;     ~   ;     ~   ;K5                    ;   2;   0,
2669 ;EGGR 370                           ;WD*;17 13 06.0908066224 +69 31 25.505384117;     ~   ;13.4     ;     ~   ;13.6     ;     ~   ;DA3.2                 ;  58;   0,
2670 ;HD 158633                          ;PM*;17 25 00.0977414147 +67 18 24.148745592;     ~   ;7.19     ;     ~   ;5.9      ;     ~   ;K0                    ; 199;   0,
2671 ;G 240-58                           ;PM*;17 22 42.0832728799 +67 50 14.137035866;     ~   ;15.1     ;     ~   ;13.271   ;     ~   ;~                     ;  11;   0,
2672 ;UGC 10736                          ;AG?;17 08 05.00 +69 27 50.0                ;     ~   ;15.0     ;     ~   ;     ~   ;     ~   ;~                     ;  35;   0,
2673 ;LP 43-420                          ;PM*;17 10 30.4352032104 +69 19 24.803136012;     ~   ;17.4     ;     ~   ;15.4     ;     ~   ;~                     ;   5;   0,
2674 ;LP 70-260                          ;PM*;17 18 24.1951173244 +68 02 32.889025550;     ~   ;18.8     ;     ~   ;16.4     ;     ~   ;~                     ;   6;   0,
2675 ;LP 43-519                          ;PM*;17 25 05.0990549472 +69 35 41.255025720;     ~   ;17.4     ;     ~   ;15.0     ;     ~   ;~                     ;   9;   0,
2676 ;NGC 6395                           ;GiG;17 26 31.289 +71 05 46.54              ;     ~   ;12.8     ;     ~   ;     ~   ;     ~   ;~                     ;  67;   0,
2677 ;IC 1254                            ;AG?;17 11 33.347 +72 24 07.28              ;15.55    ;15.00    ;13.84    ;     ~   ;     ~   ;~                     ;  26;   1,
2678 ;NGC 6340                           ;GiP;17 10 24.8346254376 +72 18 15.919996608;     ~   ;11.87    ;11.01    ;     ~   ;     ~   ;~                     ; 184;   1,
2679 ;IC 1251                            ;GiP;17 10 13.228 +72 24 38.65              ;     ~   ;14.23    ;     ~   ;     ~   ;     ~   ;~                     ;  48;   1,
2680 ;UGC 10669                          ;G  ;17 00 26.36 +70 17 27.4                ;     ~   ;17       ;     ~   ;     ~   ;     ~   ;~                     ;  23;   0,
2681 ;K68 235                            ;G  ;17 00 25.3 +70 17 24                   ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~                     ;   6;   0,
2682 ;UGC 10791                          ;LSB;17 14 38.6910864936 +72 23 55.041974880;     ~   ;15.00    ;     ~   ;     ~   ;     ~   ;~                     ;  47;   1,
2683 ;UGC 10713                          ;AGN;17 04 33.8764758600 +72 26 47.985418140;     ~   ;14.00    ;     ~   ;     ~   ;     ~   ;~                     ;  61;   1,
2684 ;LSPM J1658+7027                    ;BD*;16 58 03.8028228991 +70 27 01.695233449;     ~   ;     ~   ;     ~   ;19.0     ;     ~   ;L1(e)                 ;  41;   0,
2685 ;LP 43-401                          ;PM*;17 10 59.1380713224 +71 52 17.009299704;     ~   ;17.5     ;     ~   ;14.0     ;     ~   ;~                     ;   8;   0,
2686 ;2MASS J17110598+7215127            ;RR*;17 11 05.9867755584 +72 15 12.833440812;     ~   ;15.0     ;     ~   ;     ~   ;     ~   ;~                     ;   6;   0,
2687 ;V* VX UMi                          ;gD*;17 01 40.1126486160 +75 17 50.983079316;6.490    ;6.480    ;6.180    ;     ~   ;     ~   ;F2IVnn                ;  51;   0,
2688 ;HD 154181B                         ;PM*;16 56 17.7968107728 +74 17 00.651176952;     ~   ;     ~   ;14.0     ;     ~   ;     ~   ;~                     ;   0;   0,
