star_name,star_alternate_names
Kepler-1164,"2MASS J19100711+3853402, KIC 3734418, KOI-2261, WISE J191007.10+385340.2"
Kepler-1165,"2MASS J19075310+4442298, KIC 8613535, KOI-2263, WISE J190753.10+444229.7"
Kepler-1166,"2MASS J19212364+5054102, KIC 12256520, KOI-2264, WISE J192123.63+505410.1"
Kepler-1167,"2MASS J19531265+4741384, KIC 10489345, KOI-2266, WISE J195312.60+474138.1"
Kepler-1168,"2MASS J19091144+4727195, KIC 10329469, KOI-2271, WISE J190911.46+472719.7"
Kepler-1169,"2MASS J19393877+4629292, KIC 9717943, KOI-2273, WISE J193938.77+462929.3"
Kepler-116,"2MASS J19385809+4332126, KIC 7831264, KOI-171, WISE J193858.09+433212.4"
Kepler-1170,"2MASS J19284045+4346468, KIC 7960980, KOI-2274, WISE J192840.45+434646.6"
Kepler-1171,"2MASS J19395014+3835296, KIC 3458028, KOI-2276, WISE J193950.14+383529.7"
Kepler-1172,"2MASS J19215388+3745597, KIC 2439243, KOI-2280, WISE J192153.87+374559.6"
Kepler-1173,"2MASS J19323146+4539487, KIC 9221517, KOI-2281, WISE J193231.47+453948.4"
Kepler-1174,"2MASS J18471954+4217560, KIC 6751874, KOI-2282, WISE J184719.54+421756.0"
Kepler-1175,"2MASS J19163424+4648464, KIC 9945370, KOI-2285, WISE J191634.25+464846.5"
Kepler-1176,"2MASS J19514073+4516269, KIC 8973129, KOI-2286, WISE J195140.73+451627.0"
Kepler-1177,"2MASS J19064114+4924226, KIC 11498128, KOI-2296, WISE J190641.15+492422.6"
Kepler-1178,"2MASS J19134945+4548076, KIC 9334893, KOI-2298, WISE J191349.46+454807.7"
Kepler-1179,"2MASS J18562343+4748382, KIC 10583761, KOI-2300, WISE J185623.39+474837.9"
Kepler-117,"2MASS J19151032+4802248, KIC 10723750, KOI-209, WISE J191510.33+480224.6"
Kepler-1180,"2MASS J19433300+4309218, KIC 7542813, KOI-2302, WISE J194332.99+430921.6"
Kepler-1181,"2MASS J19185935+3931244, KIC 4458082, KOI-2303, WISE J191859.34+393124.4"
Kepler-1182,"2MASS J19451390+4349168, KIC 8042453, KOI-2304, WISE J194513.90+434916.9"
Kepler-1183,"2MASS J19285578+3853319, KIC 3749978, KOI-2308, WISE J192855.80+385331.8"
Kepler-1184,"2MASS J19250769+4657575, KIC 10010440, KOI-2309, WISE J192507.69+465757.4"
Kepler-1185,"2MASS J19085788+3919579, KIC 4247991, KOI-2311, WISE J190857.88+391957.8"
Kepler-1186,"2MASS J19135511+4706063, KIC 10132832, KOI-2313, WISE J191355.11+470606.2"
Kepler-1187,"2MASS J19073408+3819067, KIC 3219995, KOI-2314, WISE J190734.06+381906.5"
Kepler-1188,"2MASS J18522492+4308529, KIC 7504778, KOI-2316, WISE J185224.92+430852.9"
Kepler-1189,"2MASS J19534232+4756484, KIC 10684670, KOI-2317, WISE J195342.33+475648.5"
Kepler-118,"2MASS J19565115+4125293, KIC 6152974, KOI-216, WISE J195651.16+412529.2"
Kepler-1190,"2MASS J18595990+4928479, KIC 11495458, KOI-2318, WISE J185959.91+492847.9"
Kepler-1191,"2MASS J19263786+4800335, KIC 10730703, KOI-2327, WISE J192637.86+480033.4"
Kepler-1192,"2MASS J18483373+4353476, KIC 8007644, KOI-2328"
Kepler-1193,"2MASS J19123474+5116322, KIC 12401863, KOI-2331, WISE J191234.72+511632.3"
Kepler-1194,"2MASS J19264789+3808429, KIC 2990873, KOI-2335, WISE J192647.88+380842.8"
Kepler-1195,"2MASS J18572426+4051107, KIC 5599774, KOI-2337, WISE J185724.25+405110.7"
Kepler-1196,"2MASS J19292869+4354389, KIC 8099138, KOI-2338, WISE J192928.70+435439.0"
Kepler-1197,"2MASS J19264062+4235265, KIC 7033233, KOI-2339, WISE J192640.64+423526.7"
Kepler-1198,"2MASS J19152016+4450176, KIC 8681734, KOI-2340, WISE J191520.15+445017.5"
Kepler-1199,"2MASS J19345420+4714493, KIC 10212441, KOI-2342, WISE J193454.20+471449.0"
Kepler-119,"2MASS J19434714+4239321, KIC 7132798, KOI-220, WISE J194347.12+423931.9"
Kepler-11,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9"
Kepler-1200,"2MASS J19462482+4407453, KIC 8247771, KOI-2344"
Kepler-1201,"2MASS J19382755+4049594, KIC 5629538, KOI-2345, WISE J193827.55+404959.0"
Kepler-1202,"2MASS J19290974+4439117, KIC 8561231, KOI-2346"
Kepler-1203,"2MASS J19310561+4410412, KIC 8235924, KOI-2347, WISE J193105.62+441041.1"
Kepler-1204,"2MASS J19174595+4229532, KIC 6941084, KOI-2348, WISE J191745.96+422953.2"
Kepler-1205,"2MASS J19210712+4130541, KIC 6200235, KOI-2350, WISE J192107.07+413054.0"
Kepler-1206,"2MASS J19434521+4947281, KIC 11670125, KOI-2355"
Kepler-1207,"2MASS J19401541+4921323, KIC 11461844, KOI-2356, WISE J194015.40+492132.2"
Kepler-1208,"2MASS J19273150+4433206, KIC 8495415, KOI-2362, WISE J192731.50+443320.6"
Kepler-1209,"2MASS J19102037+4909172, KIC 11342416, KOI-2366, WISE J191020.37+490917.1"
Kepler-120,"2MASS J19113399+3920208, KIC 4249725, KOI-222, WISE J191133.97+392020.7"
Kepler-1210,"2MASS J19311971+4813096, KIC 10863608, KOI-2368"
Kepler-1211,"2MASS J19025298+4051250, KIC 5602588, KOI-2369, WISE J190252.98+405124.9"
Kepler-1212,"2MASS J19472482+5002144, KIC 11824786, KOI-2371, WISE J194724.82+500214.3"
Kepler-1213,"2MASS J19175659+5056389, KIC 12254909, KOI-2372, WISE J191756.59+505639.1"
Kepler-1214,"2MASS J19003423+4948024, KIC 11701407, KOI-2376, WISE J190034.22+494802.3"
Kepler-1215,"2MASS J19495126+4810530, KIC 10813132, KOI-2378, WISE J194951.27+481053.1"
Kepler-1216,"2MASS J19093727+4555048, KIC 9395024, KOI-2383, WISE J190937.27+455504.7"
Kepler-1217,"2MASS J19164480+5056152, KIC 12254378, KOI-2387, WISE J191644.80+505615.2"
Kepler-1218,"2MASS J19261895+4431541, KIC 8494617, KOI-2389, WISE J192618.93+443154.0"
Kepler-1219,"2MASS J19485179+4722426, KIC 10289119, KOI-2390, WISE J194851.79+472242.6"
Kepler-121,"2MASS J19043889+3940407, KIC 4545187, KOI-223, WISE J190438.90+394040.9"
Kepler-1220,"2MASS J19481688+4258398, KIC 7382313, KOI-2392"
Kepler-1221,"2MASS J19031736+4542428, KIC 9269042, KOI-2397, WISE J190317.37+454242.6"
Kepler-1222,"2MASS J19393351+4922471, KIC 11461433, KOI-2399, WISE J193933.50+492247.3"
Kepler-1223,"2MASS J19011098+4433099, KIC 8481129, KOI-2402, WISE J190110.96+443309.9"
Kepler-1224,"2MASS J19063018+3732142, KIC 2142522, KOI-2403, WISE J190630.17+373214.3"
Kepler-1225,"2MASS J19223199+4008131, KIC 5007345, KOI-2406, WISE J192231.98+400813.1"
Kepler-1226,"2MASS J19453045+5037172, KIC 12120484, KOI-2407, WISE J194530.44+503717.3"
Kepler-1227,"2MASS J19081593+4152296, KIC 6429812, KOI-2408, WISE J190815.94+415229.7"
Kepler-1228,"2MASS J19461273+4657586, KIC 10024051, KOI-2409, WISE J194612.68+465758.3"
Kepler-1229,"2MASS J19495680+4659481, KIC 10027247, KOI-2418, WISE J194956.83+465948.1"
Kepler-122,"2MASS J19242685+3956567, KIC 4833421, KOI-232, WISE J192426.85+395656.6"
Kepler-1230,"2MASS J18530348+4142412, KIC 6343170, KOI-2419, WISE J185303.48+414241.2"
Kepler-1231,"2MASS J19142120+4236203, KIC 7107802, KOI-2420, WISE J191421.19+423620.4"
Kepler-1232,"2MASS J19461201+4906083, KIC 11360805, KOI-2422"
Kepler-1233,"2MASS J19493002+4639439, KIC 9845898, KOI-2423, WISE J194930.01+463944.1"
Kepler-1234,"2MASS J19100528+5122331, KIC 12453581, KOI-2424, WISE J191005.26+512233.3"
Kepler-1235,"2MASS J18593672+4357142, KIC 8081899, KOI-2426, WISE J185936.71+435714.7"
Kepler-1236,"2MASS J19422992+4232452, KIC 7047363, KOI-2432, WISE J194229.93+423245.1"
Kepler-1237,"2MASS J19423102+4441262, KIC 8570333, KOI-2436, WISE J194231.02+444126.1"
Kepler-1238,"2MASS J19513739+4009462, KIC 5036705, KOI-2437, WISE J195137.39+400946.1"
Kepler-1239,"2MASS J19323057+4219123, KIC 6867555, KOI-2439"
Kepler-123,"2MASS J19475966+4246550, KIC 7219825, KOI-238, WISE J194759.65+424655.1"
Kepler-1240,"2MASS J18515993+4033268, KIC 5339567, KOI-2440, WISE J185159.94+403326.7"
Kepler-1241,"2MASS J19381829+3827251, KIC 3354846, KOI-2444"
Kepler-1242,"2MASS J18582549+4111469, KIC 5857540, KOI-2448, WISE J185825.50+411147.1"
Kepler-1243,"2MASS J19360227+4252507, KIC 7289317, KOI-2450, WISE J193602.26+425250.7"
Kepler-1244,"2MASS J18491229+4630583, KIC 9753154, KOI-2457, WISE J184912.29+463058.2"
Kepler-1245,"2MASS J19225863+4315387, KIC 7604328, KOI-2458, WISE J192258.64+431538.7"
Kepler-1246,"2MASS J19103777+4858557, KIC 11236244, KOI-2460, WISE J191037.74+485855.8"
Kepler-1247,"2MASS J19380805+4637057, KIC 9837685, KOI-2461, WISE J193808.06+463705.7"
Kepler-1248,"2MASS J19121423+5121160, KIC 12454461, KOI-2463, WISE J191214.22+512115.9"
Kepler-1249,"2MASS J19473476+4422184, KIC 8380709, KOI-2468, WISE J194734.76+442218.2"
Kepler-124,"2MASS J19070067+4903536, KIC 11288051, KOI-241, WISE J190700.66+490353.5"
Kepler-1250,"2MASS J19111052+4558488, KIC 9395719, KOI-2472"
Kepler-1251,"2MASS J19282763+4915231, KIC 11403389, KOI-2482, WISE J192827.62+491523.1"
Kepler-1252,"2MASS J19554807+4641340, KIC 9851662, KOI-2483, WISE J195548.08+464134.1"
Kepler-1253,"2MASS J18553242+4738139, KIC 10453588, KOI-2484, WISE J185532.44+473813.8"
Kepler-1254,"2MASS J19004159+4846121, KIC 11125613, KOI-2485, WISE J190041.59+484612.0"
Kepler-1255,"2MASS J19405742+4243353, KIC 7212184, KOI-2487, WISE J194057.42+424335.3"
Kepler-1256,"2MASS J19255383+4441006, KIC 8559152, KOI-2488, WISE J192553.82+444100.3"
Kepler-1257,"2MASS J19441816+4537374, KIC 9229657, KOI-2491, WISE J194418.15+453737.2"
Kepler-1258,"2MASS J19013718+4959410, KIC 11752632, KOI-2492, WISE J190137.18+495941.2"
Kepler-1259,"2MASS J19512195+4658036, KIC 10028535, KOI-2493, WISE J195121.90+465803.7"
Kepler-125,"2MASS J19530194+4736178, KIC 10489206, KOI-251, WISE J195301.95+473617.7"
Kepler-1260,"2MASS J19422190+4233188, KIC 7047207, KOI-2494"
Kepler-1261,"2MASS J19005578+4848241, KIC 11179076, KOI-2497, WISE J190055.77+484823.9"
Kepler-1262,"2MASS J19150523+4212475, KIC 6767840, KOI-2506, WISE J191505.23+421247.5"
Kepler-1263,"2MASS J19055607+4645094, KIC 9880190, KOI-2509"
Kepler-1264,"2MASS J19193225+4512414, KIC 8947520, KOI-2517, WISE J191932.25+451241.5"
Kepler-1265,"2MASS J18582058+4704463, KIC 10059645, KOI-2520, WISE J185820.58+470446.4"
Kepler-1266,"2MASS J19032862+4243411, KIC 7183745, KOI-2521"
Kepler-1267,"2MASS J19564068+4326279, KIC 7778767, KOI-2523"
Kepler-1268,"2MASS J19112123+4309116, KIC 7515762, KOI-2524, WISE J191121.22+430911.5"
Kepler-1269,"2MASS J19111333+4520259, KIC 9011825, KOI-2530, WISE J191113.33+452025.9"
Kepler-126,"2MASS J19172334+4412307, KIC 8292840, KOI-260, WISE J191723.36+441230.5"
Kepler-1270,"2MASS J19065175+4838430, KIC 11074835, KOI-2533, WISE J190651.75+483842.9"
Kepler-1271,"2MASS J19052262+3724431, KIC 1996180, KOI-2534, WISE J190522.63+372442.8"
Kepler-1272,"2MASS J19005276+3848211, KIC 3728701, KOI-2536, WISE J190052.74+384821.0"
Kepler-1273,"2MASS J19031277+4452243, KIC 8676148, KOI-2544"
Kepler-1274,"2MASS J18582249+4626591, KIC 9696358, KOI-2545, WISE J185822.48+462659.1"
Kepler-1275,"2MASS J19340011+4455568, KIC 8757824, KOI-2552, WISE J193400.11+445556.8"
Kepler-1276,"2MASS J19112568+4032498, KIC 5350244, KOI-2555, WISE J191125.68+403249.8"
Kepler-1277,"2MASS J19402457+4034206, KIC 5374403, KOI-2556, WISE J194024.59+403420.5"
Kepler-1278,"2MASS J18514966+4249322, KIC 7259298, KOI-2561, WISE J185149.66+424932.1"
Kepler-1279,"2MASS J19122295+4021574, KIC 5175024, KOI-2563, WISE J191222.94+402157.3"
Kepler-127,"2MASS J19004559+4601406, KIC 9451706, KOI-271, WISE J190045.58+460140.9"
Kepler-1280,"2MASS J19341774+4523043, KIC 9026749, KOI-2564, WISE J193417.73+452304.2"
Kepler-1281,"2MASS J19412506+4830554, KIC 11037511, KOI-2580, WISE J194125.05+483055.2"
Kepler-1282,"2MASS J19204228+4641540, KIC 9827149, KOI-2586, WISE J192042.29+464153.8"
Kepler-1283,"2MASS J19415096+4046371, KIC 5546691, KOI-2587, WISE J194150.96+404636.8"
Kepler-1284,"2MASS J19250696+4741155, KIC 10468885, KOI-2589"
Kepler-1285,"2MASS J18472048+4409213, KIC 8212002, KOI-2593, WISE J184720.48+440921.2"
Kepler-1286,"2MASS J18410201+4350087, KIC 8004903, KOI-2594, WISE J184102.00+435008.7"
Kepler-1287,"2MASS J19163231+4703467, KIC 10068659, KOI-2602, WISE J191632.31+470346.8"
Kepler-1288,"2MASS J19025123+4136211, KIC 6269070, KOI-2608, WISE J190251.23+413621.1"
Kepler-1289,"2MASS J19453331+4102260, KIC 5807769, KOI-2614, WISE J194533.30+410225.9"
Kepler-128,"2MASS J18495813+4358487, KIC 8077137, KOI-274, WISE J184958.14+435848.8"
Kepler-1290,"2MASS J19224445+4351346, KIC 8025596, KOI-2615, WISE J192244.46+435134.7"
Kepler-1291,"2MASS J19173048+4000041, KIC 4915638, KOI-2617, WISE J191730.51+400003.6"
Kepler-1292,"2MASS J18593737+4356569, KIC 8081905, KOI-2619, WISE J185937.37+435657.1"
Kepler-1293,"2MASS J19200622+4820094, KIC 10916600, KOI-2623, WISE J192006.21+482009.3"
Kepler-1294,"2MASS J19250434+4429174, KIC 8429314, KOI-2624"
Kepler-1295,"2MASS J19253548+4535188, KIC 9153570, KOI-2625, WISE J192535.48+453518.8"
Kepler-1296,"2MASS J19283004+4124281, KIC 6124512, KOI-2627, WISE J192830.02+412428.1"
Kepler-1297,"2MASS J19194956+4701134, KIC 10070468, KOI-2628, WISE J191949.55+470113.2"
Kepler-1298,"2MASS J18574145+4906224, KIC 11337566, KOI-2632, WISE J185741.45+490622.3"
Kepler-1299,"2MASS J19043603+3724409, KIC 1995519, KOI-2634"
Kepler-129,"2MASS J19011470+4750549, KIC 10586004, KOI-275, WISE J190114.69+475054.6"
Kepler-12,"KOI-20, KIC 11804465, 2MASS J19045842+5002253, GSC 03549-00844, WISE J190458.41+500225.3"
Kepler-1300,"2MASS J19160792+4005127, KIC 4914566, KOI-2635, WISE J191607.92+400512.8"
Kepler-1301,"2MASS J19062500+4226251, KIC 6933567, KOI-2643, WISE J190625.00+422625.1"
Kepler-1302,"2MASS J19235741+5018290, KIC 11962284, KOI-2647, WISE J192357.41+501829.0"
Kepler-1303,"2MASS J18570891+4221202, KIC 6842682, KOI-2649, WISE J185708.91+422120.1"
Kepler-1304,"2MASS J19010634+3926488, KIC 4346178, KOI-2652, WISE J190106.32+392648.6"
Kepler-1305,"2MASS J19492146+4620501, KIC 9664142, KOI-2654, WISE J194921.45+462050.2"
Kepler-1306,"2MASS J19375480+4656451, KIC 10018233, KOI-2655, WISE J193754.80+465645.1"
Kepler-1307,"2MASS J19312876+4644306, KIC 9893318, KOI-2660"
Kepler-1308,"2MASS J19034293+3831155, KIC 3426367, KOI-2662, WISE J190342.91+383114.8"
Kepler-1309,"2MASS J19545645+4045509, KIC 5562090, KOI-2664, WISE J195456.44+404551.1"
Kepler-130,"2MASS J19134816+4014431, KIC 5088536, KOI-282, Kepler-130 A, WISE J191348.14+401442.7"
Kepler-1310,"2MASS J18554080+4044244, KIC 5513012, KOI-2668, WISE J185540.80+404424.2"
Kepler-1311,"2MASS J19183630+4349279, KIC 8022489, KOI-2674, WISE J191836.30+434927.9"
Kepler-1312,"2MASS J19315309+4102087, KIC 5794570, KOI-2675, WISE J193153.09+410208.8"
Kepler-1313,"2MASS J19293325+4213597, KIC 6779260, KOI-2678, WISE J192933.25+421359.7"
Kepler-1314,"2MASS J19365710+4511503, KIC 8892303, KOI-2688"
Kepler-1315,"2MASS J19431714+4603109, KIC 9475552, KOI-2694, WISE J194317.17+460310.6"
Kepler-1316,"2MASS J19552061+4017353, KIC 5128673, KOI-2698, WISE J195520.59+401735.0"
Kepler-1317,"2MASS J19262685+4206574, KIC 6690836, KOI-2699, WISE J192626.83+420657.5"
Kepler-1318,"2MASS J19213031+4109026, KIC 5871985, KOI-2703"
Kepler-1319,"KIC 11453592, KOI-2705 A, 2MASS J19234945+4921587, KOI-2705, Kepler-1319 A, WISE J192349.49+492159.9"
Kepler-131,"KIC 5695396, KOI-283, 2MASS J19140739+4056322, WISE J191407.40+405632.4"
Kepler-1320,"2MASS J19134406+4022511, KIC 5175986, KOI-2708, WISE J191344.06+402250.8"
Kepler-1321,"2MASS J19380686+4638274, KIC 9837661, KOI-2715, WISE J193806.88+463827.6"
Kepler-1322,"2MASS J19324908+4526074, KIC 9092504, KOI-2716, WISE J193249.07+452607.4"
Kepler-1323,"2MASS J19312934+4605559, KIC 9467404, KOI-2717, WISE J193129.34+460555.6"
Kepler-1324,"2MASS J19244439+4018403, KIC 5184911, KOI-2719, WISE J192444.38+401840.3"
Kepler-1325,"2MASS J19000413+4205073, KIC 6587105, KOI-2721, WISE J190004.11+420507.1"
Kepler-1326,"2MASS J19445331+3916082, KIC 4178606, KOI-2728"
Kepler-1327,"2MASS J19161556+5027395, KIC 12008872, KOI-2729, WISE J191615.52+502739.4"
Kepler-1328,"2MASS J18584209+4425039, KIC 8415200, KOI-2730, WISE J185842.09+442503.8"
Kepler-1329,"2MASS J18463546+4816157, KIC 10842192, KOI-2736, WISE J184635.44+481615.5"
Kepler-132,"Kepler-132, 2MASS J18525659+4120349, KIC 6021275, KOI-284, Kepler-132 A, WISE J185256.57+412034.9"
Kepler-1330,"2MASS J19221841+3957248, KIC 4831728, KOI-2739, WISE J192218.40+395724.8"
Kepler-1331,"2MASS J19481770+4113281, KIC 5980208, KOI-2742, WISE J194817.70+411328.0"
Kepler-1332,"2MASS J19240686+4354492, KIC 8095441, KOI-2743, WISE J192406.86+435449.2"
Kepler-1333,"2MASS J19340661+4106411, KIC 5881813, KOI-2744, WISE J193406.56+410640.8"
Kepler-1334,"2MASS J19171475+5119151, KIC 12456601, KOI-2745, WISE J191714.75+511915.1"
Kepler-1335,"2MASS J18592121+4204135, KIC 6586746, KOI-2747"
Kepler-1336,"2MASS J19450665+4653594, KIC 9962455, KOI-2748, WISE J194506.64+465359.3"
Kepler-1337,"2MASS J19080218+4647459, KIC 9881077, KOI-2751, WISE J190802.18+464746.0"
Kepler-1338,"2MASS J18561016+4141569, KIC 6265792, KOI-2753, WISE J185610.14+414156.6"
Kepler-1339,"2MASS J18545899+4822242, KIC 10905911, KOI-2754, WISE J185458.97+482224.4"
Kepler-133,"2MASS J19490671+4819131, KIC 10933561, KOI-291, WISE J194906.69+481913.2"
Kepler-1340,"2MASS J19445587+4228220, KIC 6964929, KOI-2756, WISE J194455.87+422822.0"
Kepler-1341,"2MASS J18420282+4409336, KIC 8210018, KOI-2762, Kepler-1341 A, WISE J184202.80+440933.6"
Kepler-1342,"2MASS J19480481+4325571, KIC 7769819, KOI-2778"
Kepler-1343,"2MASS J19371068+5043313, KIC 12164564, KOI-2780, WISE J193710.68+504331.3"
Kepler-1344,"2MASS J19082071+4656449, KIC 10001368, KOI-2785, WISE J190820.70+465644.8"
Kepler-1345,"2MASS J19295471+4601222, KIC 9466429, KOI-2786, WISE J192954.70+460122.2"
Kepler-1346,"2MASS J19272191+4510450, KIC 8885643, KOI-2789, WISE J192721.91+451045.0"
Kepler-1347,"2MASS J19583830+4050378, KIC 5652893, KOI-2790, WISE J195838.30+405037.8"
Kepler-1348,"2MASS J19282099+4947195, KIC 11662184, KOI-2791, WISE J192820.98+494719.4"
Kepler-1349,"2MASS J19052120+4844387, KIC 11127479, KOI-2792, WISE J190521.23+484439.2"
Kepler-134,"2MASS J18585736+4935542, KIC 11547513, KOI-295, WISE J185857.37+493554.3"
Kepler-1350,"2MASS J19130013+4640465, KIC 9823519, KOI-2793, WISE J191300.14+464046.2"
Kepler-1351,"2MASS J19342609+4211516, KIC 6697756, KOI-2798, WISE J193426.04+421152.1"
Kepler-1352,"2MASS J19224649+4842053, KIC 11135308, KOI-2805, WISE J192246.50+484205.2"
Kepler-1353,"2MASS J19425648+4234345, KIC 7047824, KOI-2806"
Kepler-1354,"2MASS J19245884+3745326, KIC 2442448, KOI-2812, WISE J192458.83+374532.6"
Kepler-1355,"2MASS J18545793+4904047, KIC 11283615, KOI-2816, WISE J185457.93+490404.7"
Kepler-1356,"2MASS J19235888+4314381, KIC 7605093, KOI-2817"
Kepler-1357,"2MASS J19261154+5021119, KIC 11963206, KOI-2820, WISE J192611.53+502111.7"
Kepler-1358,"2MASS J19044093+4300320, KIC 7428736, KOI-2827, WISE J190440.96+430032.1"
Kepler-1359,"2MASS J19180931+4153341, KIC 6436029, KOI-2828, WISE J191809.31+415334.0"
Kepler-135,"2MASS J19215883+3847437, KIC 3642289, KOI-301, WISE J192158.82+384743.7"
Kepler-1360,"2MASS J20012257+4537235, KIC 9244508, KOI-2830, WISE J200122.56+453723.4"
Kepler-1361,"2MASS J18541567+4654153, KIC 9995402, KOI-2832, WISE J185415.68+465415.4"
Kepler-1362,"2MASS J19140925+4052375, KIC 5609593, KOI-2834, WISE J191409.25+405237.5"
Kepler-1363,"2MASS J19475917+4915231, KIC 11414465, KOI-2836, WISE J194759.17+491522.8"
Kepler-1364,"2MASS J19403652+4935153, KIC 11565924, KOI-2837, WISE J194036.52+493515.3"
Kepler-1365,"2MASS J19284793+4202459, KIC 6607357, KOI-2838, WISE J192847.92+420245.6"
Kepler-1366,"2MASS J19001557+4133175, KIC 6186964, KOI-2839"
Kepler-1367,"2MASS J19133996+4752434, KIC 10591855, KOI-2845, WISE J191339.99+475243.4"
Kepler-1368,"2MASS J19390407+4138408, KIC 6294819, KOI-2852, WISE J193904.03+413841.0"
Kepler-1369,"2MASS J19031133+4056102, KIC 5688910, KOI-2856, WISE J190311.33+405610.2"
Kepler-136,"2MASS J19455215+4235555, KIC 7050989, KOI-312, Kepler-136 A, WISE J194552.15+423555.8"
Kepler-1370,"2MASS J18581576+4146425, KIC 6345732, KOI-2857, WISE J185815.74+414642.3"
Kepler-1371,"2MASS J19151953+4733071, KIC 10397751, KOI-2859, WISE J191519.53+473307.1"
Kepler-1372,"2MASS J19153279+4450223, KIC 8681833, KOI-2865, WISE J191532.79+445022.1"
Kepler-1373,"2MASS J19030049+3914571, KIC 4138951, KOI-2866, WISE J190300.48+391457.0"
Kepler-1374,"2MASS J19252399+4510201, KIC 8884274, KOI-2868, WISE J192523.99+451020.2"
Kepler-1375,"2MASS J19451045+4324117, KIC 7767162, KOI-2869, WISE J194510.44+432411.6"
Kepler-1376,"2MASS J19075002+4232289, KIC 7019524, KOI-2877, WISE J190750.02+423229.0"
Kepler-1377,"2MASS J19164690+4639061, KIC 9825174, KOI-2880, WISE J191646.78+463905.5"
Kepler-1378,"2MASS J19492959+4021590, KIC 5209845, KOI-2883"
Kepler-1379,"2MASS J19344091+4124368, KIC 6129524, KOI-2886, WISE J193440.85+412437.3"
Kepler-137,"2MASS J18483252+4302207, KIC 7419318, KOI-313, WISE J184832.53+430221.0"
Kepler-1380,"2MASS J19122785+4226255, KIC 6937402, KOI-2894, WISE J191227.84+422625.4"
Kepler-1381,"2MASS J19100858+4843400, KIC 11129258, KOI-2898, WISE J191008.58+484340.0"
Kepler-1382,"2MASS J19413057+3902529, KIC 3969687, KOI-2904, WISE J194130.58+390253.0"
Kepler-1383,"2MASS J19514674+4211307, KIC 6716545, KOI-2906, WISE J195146.74+421130.7"
Kepler-1384,"2MASS J19445164+3931373, KIC 4483138, KOI-2910"
Kepler-1385,"2MASS J18503152+4628519, KIC 9693006, KOI-2913, WISE J185031.52+462851.7"
Kepler-1386,"2MASS J18431761+4238097, KIC 7090524, KOI-2920, WISE J184317.60+423809.7"
Kepler-1387,"2MASS J19294569+4312339, KIC 7609553, KOI-2924, WISE J192945.69+431233.6"
Kepler-1388,"2MASS J18532065+4710283, KIC 10122538, KOI-2926, WISE J185320.64+471028.1"
Kepler-1389,"2MASS J19025218+4445303, KIC 8611257, KOI-2931, WISE J190252.18+444530.1"
Kepler-138,"KOI-314, 2MASS J19213157+4317347, KIC 7603200, WISE J192131.55+431734.9"
Kepler-1390,"2MASS J19543896+4814555, KIC 10880507, KOI-2936, WISE J195438.97+481455.8"
Kepler-1391,"2MASS J19391944+4639345, KIC 9838468, KOI-2943, WISE J193919.43+463934.4"
Kepler-1392,"2MASS J19150407+4623399, KIC 9642292, KOI-2946, WISE J191504.06+462340.1"
Kepler-1393,"2MASS J18575026+4008332, KIC 4991208, KOI-2951, WISE J185750.26+400833.0"
Kepler-1394,"2MASS J18534876+4505029, KIC 8801316, KOI-2956, WISE J185348.76+450502.7"
Kepler-1395,"2MASS J19292101+4739511, KIC 10471515, KOI-2961, WISE J192921.00+473951.0"
Kepler-1396,"2MASS J19372075+4455058, KIC 8760040, KOI-2963, WISE J193720.73+445505.7"
Kepler-1397,"2MASS J19584220+4704330, KIC 10098844, KOI-2964, WISE J195842.21+470433.0"
Kepler-1398,"2MASS J19392788+4838203, KIC 11090556, KOI-2977, WISE J193927.87+483820.3"
Kepler-1399,"2MASS J19331480+4602301, KIC 9468551, KOI-2980"
Kepler-139,"2MASS J18493406+4353216, KIC 8008067, KOI-316, WISE J184934.03+435320.8"
Kepler-1400,"2MASS J19050519+4526269, KIC 9076971, KOI-2981, WISE J190505.15+452626.6"
Kepler-1401,"2MASS J19095185+4045304, KIC 5520547, KOI-2990, WISE J190951.84+404530.3"
Kepler-1402,"2MASS J19272347+4858052, KIC 11244137, KOI-2994, WISE J192723.47+485805.3"
Kepler-1403,"2MASS J19232824+3857364, KIC 3848275, KOI-2995, WISE J192328.24+385736.3"
Kepler-1404,"2MASS J19440226+5029541, KIC 12021625, KOI-2996, WISE J194402.27+502954.2"
Kepler-1405,"2MASS J19424436+3915221, KIC 4175630, KOI-2998"
Kepler-1406,"2MASS J19281964+3854541, KIC 3852655, KOI-3002, WISE J192819.64+385453.9"
Kepler-1407,"2MASS J18554618+4128177, KIC 6103377, KOI-3004, WISE J185546.18+412817.5"
Kepler-1408,"2MASS J18504798+4525327, KIC 9070666, KOI-3008, WISE J185047.97+452532.8"
Kepler-1409,"2MASS J19202034+5112309, KIC 12405333, KOI-3009, WISE J192020.33+511231.0"
Kepler-140,"2MASS J19092867+4646055, KIC 9881662, KOI-327, WISE J190928.66+464605.2"
Kepler-1410,"2MASS J19220244+3844367, KIC 3642335, KOI-3010, WISE J192202.44+384436.8"
Kepler-1411,"2MASS J19052677+4257501, KIC 7347246, KOI-3014, WISE J190526.77+425750.0"
Kepler-1412,"2MASS J19284322+4912089, KIC 11403530, KOI-3015, WISE J192843.22+491208.9"
